chr1	8350396	8354396
chr1	8351942	8355942
chr1	8352625	8356625
chr1	83863027	83867027
chr1	92244401	92248401
chr1	117365448	117369448
chr1	150980016	150984016
chr1	167719949	167723949
chr1	167719988	167723988
chr1	167720151	167724151
chr1	175942830	175946830
chr1	175943152	175947152
chr1	184385057	184389057
chr1	243254055	243258055
chr1	1018122	1022122
chr1	6262268	6266268
chr1	6262272	6266272
chr1	6262272	6266272
chr1	6783323	6787323
chr1	10472886	10476886
chr1	12565909	12569909
chr1	15682331	15686331
chr1	15682389	15686389
chr1	15682555	15686555
chr1	17820981	17824981
chr1	18869431	18873431
chr1	18869431	18873431
chr1	18870732	18874732
chr1	20804469	20808469
chr1	20805003	20809003
chr1	20805318	20809318
chr1	23017442	23021442
chr1	23017447	23021447
chr1	23017492	23021492
chr1	27232667	27236667
chr1	39839050	39843050
chr1	39839050	39843050
chr1	39839713	39843713
chr1	46041660	46045660
chr1	46132530	46136530
chr1	47181592	47185592
chr1	51352262	51356262
chr1	51352262	51356262
chr1	52421274	52425274
chr1	52421274	52425274
chr1	61740405	61744405
chr1	61740476	61744476
chr1	61740476	61744476
chr1	63772021	63776021
chr1	68123357	68127357
chr1	77562499	77566499
chr1	77562887	77566887
chr1	84923582	84927582
chr1	86912647	86916647
chr1	86912673	86916673
chr1	93309168	93313168
chr1	101637585	101641585
chr1	111138225	111142225
chr1	111145676	111149676
chr1	116371259	116375259
chr1	116381369	116385369
chr1	145736867	145740867
chr1	149935811	149939811
chr1	155183825	155187825
chr1	155183825	155187825
chr1	156210981	156214981
chr1	156210992	156214992
chr1	156211006	156215006
chr1	162495250	162499250
chr1	162495842	162499842
chr1	165660215	165664215
chr1	169847630	169851630
chr1	169851073	169855073
chr1	179291801	179295801
chr1	180286229	180290229
chr1	183470499	183474499
chr1	183470501	183474501
chr1	183470502	183474502
chr1	183470526	183474526
chr1	197082127	197086127
chr1	197082131	197086131
chr1	198154962	198158962
chr1	198154997	198158997
chr1	202346698	202350698
chr1	202346698	202350698
chr1	204420627	204424627
chr1	204420629	204424629
chr1	205502598	205506598
