chr1	910000	920000	chr1	1300000	1310000	0.11724298363251731	2.111212657236631
chr1	980000	990000	chr1	1060000	1070000	0.008466829204336062	2.111212657236631
chr1	990000	1000000	chr1	1290000	1300000	0.005624186677371287	2.111212657236631
chr1	1110000	1120000	chr1	1270000	1280000	0.0030230298615273234	3.6758347359905126
chr1	1380000	1390000	chr1	1500000	1510000	0.00764246163396703	2.599207668339954
chr1	1590000	1600000	chr1	1900000	1910000	0.05859851274112631	3.2
chr1	1700000	1710000	chr1	2050000	2060000	0.1366009346218223	2.111212657236631
chr1	1760000	1770000	chr1	1890000	1900000	9.230344071545319e-05	2.111212657236631
chr1	1940000	1950000	chr1	2170000	2180000	0.009284420540886604	2.111212657236631
chr1	1950000	1960000	chr1	2040000	2050000	5.927055422151144e-05	2.111212657236631
chr1	1950000	1960000	chr1	2380000	2390000	0.1847266463279057	2.111212657236631
chr1	2200000	2210000	chr1	2380000	2390000	9.386311628075314e-06	2.599207668339954
chr1	2200000	2210000	chr1	2560000	2570000	0.18875695194204833	2.599207668339954
chr1	2230000	2240000	chr1	3630000	3640000	0.19960602387597157	2.111212657236631
chr1	2420000	2430000	chr1	2540000	2550000	0.00200868098890645	2.111212657236631
chr1	2820000	2830000	chr1	3410000	3420000	0.001098551824936319	2.599207668339954
chr1	2870000	2880000	chr1	3410000	3420000	0.003143548798017189	2.111212657236631
chr1	2950000	2960000	chr1	3410000	3420000	0.033875985062101356	2.111212657236631
chr1	3040000	3050000	chr1	3300000	3310000	0.003655113722952054	3.6758347359905126
chr1	3010000	3020000	chr1	3410000	3420000	0.00021190677898227123	2.111212657236631
chr1	3220000	3230000	chr1	3410000	3420000	0.10124802716281987	2.111212657236631
chr1	3490000	3500000	chr1	3610000	3620000	2.369534082266589e-06	2.599207668339954
chr1	3490000	3500000	chr1	3720000	3730000	0.1915630933409683	2.111212657236631
chr1	3890000	3900000	chr1	5730000	5740000	0.08995858175167491	2.599207668339954
chr1	3920000	3930000	chr1	4630000	4640000	0.013434660409421931	2.599207668339954
chr1	3910000	3920000	chr1	4800000	4810000	0.16322772033364497	2.599207668339954
chr1	3920000	3930000	chr1	4050000	4060000	0.0808796321948694	2.599207668339954
chr1	3920000	3930000	chr1	4340000	4350000	0.17536431264527536	2.111212657236631
chr1	3920000	3930000	chr1	4490000	4500000	0.049099831567148665	2.111212657236631
chr1	3920000	3930000	chr1	5440000	5450000	0.12614668654685313	3.2
chr1	3940000	3950000	chr1	5070000	5080000	0.19170069853253016	3.2
