1	910000	912000	1	960000	962000	0.0847633269366589	2.111212657236631
1	986000	988000	1	1060000	1062000	0.05293465225607697	2.111212657236631
1	990000	992000	1	1290000	1292000	0.04879591282249975	2.111212657236631
1	1120000	1122000	1	1230000	1232000	0.004830206072142498	3.6758347359905126
1	1118000	1120000	1	1290000	1292000	0.029589363605844667	2.111212657236631
1	1162000	1164000	1	1230000	1232000	0.08424493364696876	2.111212657236631
1	1324000	1326000	1	1348000	1350000	0.07205798257111953	2.111212657236631
1	1372000	1374000	1	1506000	1508000	0.03992669578351278	2.111212657236631
1	1406000	1408000	1	1500000	1502000	0.07265638039997518	3.2
1	1776000	1778000	1	1890000	1892000	0.04166650637361619	2.599207668339954
1	1816000	1818000	1	1844000	1846000	0.0808472101999446	2.111212657236631
1	1962000	1964000	1	2044000	2046000	0.0008919931122799292	2.111212657236631
1	2052000	2054000	1	2080000	2082000	0.09881151223932068	2.111212657236631
1	2122000	2124000	1	2146000	2148000	0.0003885519913936486	2.111212657236631
1	2198000	2200000	1	2372000	2374000	0.0035570057517827695	3.6758347359905126
1	2196000	2198000	1	2380000	2382000	0.0008980571780843197	5.198415336679908
1	2228000	2230000	1	2310000	2312000	0.0879400862424561	2.111212657236631
1	2228000	2230000	1	2364000	2366000	0.04069738149955133	2.111212657236631
1	2230000	2232000	1	2378000	2380000	0.05844625076983614	2.111212657236631
1	2818000	2820000	1	3414000	3416000	0.08074624866611818	3.2
1	2828000	2830000	1	2920000	2922000	0.054272873318520064	2.111212657236631
1	2844000	2846000	1	2974000	2976000	0.07895161865329979	2.111212657236631
1	2876000	2878000	1	3412000	3414000	0.029589363605844667	2.111212657236631
1	2964000	2966000	1	3406000	3408000	0.05294469674812485	2.111212657236631
1	3006000	3008000	1	3406000	3408000	0.01929935253487396	2.111212657236631
1	3014000	3016000	1	3314000	3316000	0.022111800261983228	2.599207668339954
1	3014000	3016000	1	3286000	3288000	0.000921929981191189	2.111212657236631
1	3012000	3014000	1	3390000	3392000	0.05411811186213927	3.6758347359905126
1	3014000	3016000	1	3416000	3418000	0.0008919931122799292	3.6758347359905126
